ID,model,repeat,premise,hypothesis,error,baseline_KB,additive_verbs_KB,all_verbs_KB,context_pos_KB,additive_pos_KB,fixed_reference_column,fixed_reference_KB
6336028231.jpg#0r1e,google/gemma-3-4b-it,2,A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.,,"isa_wn(skydiving instructor, person); isa_wn(student, person); isa_wn(skydiving, jump)","isa_wn(skydiving instructor, person); isa_wn(student, person); isa_wn(skydiving, jump); isa_wn(skydive instructor, person); isa_wn(skydive, jump)","isa_wn(skydive instructor, person); isa_wn(student, person); isa_wn(skydive, jump)","isa_wn(skydive instructor, person); isa_wn(student, person); isa_wn(skydive, jump)","isa_wn(skydiving instructor, person); isa_wn(student, person); isa_wn(skydiving, jump); isa_wn(skydive instructor, person); isa_wn(skydive, jump)",Stefan_KB,NO_RELATION
6395,google/gemma-3-4b-it,2,A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,,"isa_wn(dog, dog); isa_wn(herding, herding); isa_wn(group, pack); isa_wn(white sheep, white sheep); isa_wn(dusty farm, dusty farm)","isa_wn(dog, dog); isa_wn(herding, herding); isa_wn(group, pack); isa_wn(white sheep, white sheep); isa_wn(dusty farm, dusty farm); isa_wn(herd, herd)","isa_wn(dog, dog); isa_wn(herd, herd); isa_wn(group, pack); isa_wn(white sheep, white sheep); isa_wn(dusty farm, dusty farm)","isa_wn(dog, dog); isa_wn(herd, herd); isa_wn(group, pack); isa_wn(white sheep, white sheep); isa_wn(dusty farm, dusty farm)","isa_wn(dog, dog); isa_wn(herding, herding); isa_wn(group, pack); isa_wn(white sheep, white sheep); isa_wn(dusty farm, dusty farm); isa_wn(herd, herd)",Lasha_KB,"(group, pack)"
6473658975.jpg#3r1e,google/gemma-3-4b-it,2,The couple are wearing glasses intended for 3D movies.,A couple are both wearing accessories.,,"isa_wn(glasses, accessories)","isa_wn(glasses, accessories); isa_wn(glass, accessories)","isa_wn(glass, accessories)","isa_wn(glass, accessory)","isa_wn(glasses, accessories); isa_wn(glass, accessory)",Stefan_KB,NO_RELATION
6584,google/gemma-3-4b-it,2,A young female is dancing,A young girl is dancing,,"isa_wn(young female, young girl)","isa_wn(young female, young girl)","isa_wn(young female, young girl)","isa_wn(young female, young girl)","isa_wn(young female, young girl)",Stefan_KB,"(female, girl)"
65847949.jpg#1r3e,google/gemma-3-4b-it,2,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,,"isa_wn(four women, women); isa_wn(sitting, sit); isa_wn(outdoor, outdoors)","isa_wn(four women, women); isa_wn(sitting, sit); isa_wn(outdoor, outdoors); isa_wn(sit, sit)","isa_wn(four women, women); isa_wn(sit, sit); isa_wn(outdoor, outdoors)","isa_wn(four woman, woman); isa_wn(sit, sit); isa_wn(outdoor, outdoors)","isa_wn(four women, women); isa_wn(sitting, sit); isa_wn(outdoor, outdoors); isa_wn(four woman, woman); isa_wn(sit, sit)",Lasha_KB,"(patio, outdoors)"
6634,google/gemma-3-4b-it,2,A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier,,"isa_wn(hurdle, barrier); isa_wn(leap, jump); isa_wn(horse, animal); isa_wn(rider, person)","isa_wn(hurdle, barrier); isa_wn(leap, jump); isa_wn(horse, animal); isa_wn(rider, person)","isa_wn(hurdle, barrier); isa_wn(leap, jump); isa_wn(horse, animal); isa_wn(rider, person)","isa_wn(hurdle, barrier); isa_wn(leap, jump); isa_wn(horse, animal); isa_wn(rider, person)","isa_wn(hurdle, barrier); isa_wn(leap, jump); isa_wn(horse, animal); isa_wn(rider, person)",Stefan_KB,"(hurdle, barrier); (leap, leap over)"
6756,google/gemma-3-4b-it,2,A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface,,"isa_wn(large, big); isa_wn(brown, brown); isa_wn(small, small); isa_wn(grey, grey)","isa_wn(large, big); isa_wn(brown, brown); isa_wn(small, small); isa_wn(grey, grey)","isa_wn(large, big); isa_wn(brown, brown); isa_wn(small, small); isa_wn(grey, grey)","isa_wn(large, big); isa_wn(brown, brown); isa_wn(small, small); isa_wn(grey, grey)","isa_wn(large, big); isa_wn(brown, brown); isa_wn(small, small); isa_wn(grey, grey)",Stefan_KB,"(large, big)"
686293997.jpg#4r1e,google/gemma-3-4b-it,2,"Dinner and decisions, with the crew.",the crew was having dinner,,"isa_wn(dinner, meal); isa_wn(decisions, choices)","isa_wn(dinner, meal); isa_wn(decisions, choices)","isa_wn(dinner, meal); isa_wn(decisions, choices)","isa_wn(dinner, meal); isa_wn(decision, choices)","isa_wn(dinner, meal); isa_wn(decisions, choices); isa_wn(decision, choices)",Stefan_KB,NO_RELATION
697582336.jpg#3r1e,google/gemma-3-4b-it,2,The German shepherd runs happily in the park.,Dog runs outside.,,"isa_wn(German shepherd, dog); isa_wn(runs, move); isa_wn(park, outside)","isa_wn(German shepherd, dog); isa_wn(runs, move); isa_wn(park, outside); isa_wn(run, move)","isa_wn(german shepherd, dog); isa_wn(run, move); isa_wn(park, outside)","isa_wn(german shepherd, dog); isa_wn(run, move); isa_wn(park, outside)","isa_wn(German shepherd, dog); isa_wn(runs, move); isa_wn(park, outside); isa_wn(run, move)",Lasha_KB,"(german shepherd, dog); (park, outside)"
7081260077.jpg#3r1e,google/gemma-3-4b-it,2,Rugby player in blue dives to tackle the ball carrier in white.,A rugby player is playing in a match.,,"isa_wn(rugby player, player); isa_wn(dive, play)","isa_wn(rugby player, player); isa_wn(dive, play)","isa_wn(rugby player, player); isa_wn(dive, play)","isa_wn(rugby player, player); isa_wn(dive, play)","isa_wn(rugby player, player); isa_wn(dive, play)",Stefan_KB,NO_RELATION
7123721879.jpg#0r1e,google/gemma-3-4b-it,2,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",,"isa_wn(runner, jogger); isa_wn(jogging, jog); isa_wn(appropriate attire, dressed for jogging); isa_wn(sidewalk, sidewalk); isa_wn(body of water, water)","isa_wn(runner, jogger); isa_wn(jogging, jog); isa_wn(appropriate attire, dressed for jogging); isa_wn(sidewalk, sidewalk); isa_wn(body of water, water); isa_wn(jog, jog); isa_wn(appropriate attire, dress for jog)","isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(appropriate attire, dress for jog); isa_wn(sidewalk, sidewalk); isa_wn(body of water, water)","isa_wn(runner, jogger); isa_wn(jog, jog); isa_wn(appropriate attire, dress for jogging); isa_wn(sidewalk, sidewalk); isa_wn(body of water, water)","isa_wn(runner, jogger); isa_wn(jogging, jog); isa_wn(appropriate attire, dressed for jogging); isa_wn(sidewalk, sidewalk); isa_wn(body of water, water); isa_wn(jog, jog); isa_wn(appropriate attire, dress for jogging)",Stefan_KB,"(clothed, dressed); (runner, jogger); (next to, near)"
72010421.jpg#0r1e,google/gemma-3-4b-it,2,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,,"isa_wn(yellow duck, duck); isa_wn(holding, bear)","isa_wn(yellow duck, duck); isa_wn(holding, bear); isa_wn(hold, bear)","isa_wn(yellow duck, duck); isa_wn(hold, bear)","isa_wn(yellow duck, duck); isa_wn(hold, bear)","isa_wn(yellow duck, duck); isa_wn(holding, bear); isa_wn(hold, bear)",Stefan_KB,NO_RELATION
7292157214.jpg#0r1e,google/gemma-3-4b-it,2,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,,"isa_wn(white jacket, jacket); isa_wn(pink hat, hat)","isa_wn(white jacket, jacket); isa_wn(pink hat, hat)","isa_wn(white jacket, jacket); isa_wn(pink hat, hat)","isa_wn(white jacket, jacket); isa_wn(pink hat, hat)","isa_wn(white jacket, jacket); isa_wn(pink hat, hat)",Lasha_KB,NO_RELATION
7308951892.jpg#0r1e,google/gemma-3-4b-it,2,A construction worker is standing on a crane placing a large arm on top of a stature in progress.,A person standing,,"isa_wn(construction worker, person); isa_wn(standing, stand)","isa_wn(construction worker, person); isa_wn(standing, stand); isa_wn(stand, stand)","isa_wn(construction worker, person); isa_wn(stand, stand)","isa_wn(construction worker, person); isa_wn(stand, stand)","isa_wn(construction worker, person); isa_wn(standing, stand); isa_wn(stand, stand)",Stefan_KB,"(construction worker, person)"
7391785714.jpg#4r1e,google/gemma-3-4b-it,2,Kids are on a amusement ride.,Kids ride an amusement ride.,,"isa_wn(kids, children); isa_wn(amusement ride, ride)","isa_wn(kids, children); isa_wn(amusement ride, ride); isa_wn(kid, children)","isa_wn(kid, children); isa_wn(amusement ride, ride)","isa_wn(kid, children); isa_wn(amusement ride, ride)","isa_wn(kids, children); isa_wn(amusement ride, ride); isa_wn(kid, children)",Lasha_KB,NO_RELATION
7417714642.jpg#0r1e,google/gemma-3-4b-it,2,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,,"isa_wn(bride, woman); isa_wn(taking pictures, taking wedding pictures)","isa_wn(bride, woman); isa_wn(taking pictures, taking wedding pictures); isa_wn(take picture, take wed picture)","isa_wn(bride, woman); isa_wn(take picture, take wed picture)","isa_wn(bride, woman); isa_wn(take picture, take wed picture)","isa_wn(bride, woman); isa_wn(taking pictures, taking wedding pictures); isa_wn(take picture, take wed picture)",Stefan_KB,NO_RELATION
9747,google/gemma-3-4b-it,2,A little boy is sticking his tongue out for the camera and another boy is looking on,Two kids are looking up at the camera and one is sticking out his tongue,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
74759622.jpg#0r1e,google/gemma-3-4b-it,2,A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.,A guy is standing in a bathroom.,,"isa_wn(guy, man); isa_wn(toilet, bathroom)","isa_wn(guy, man); isa_wn(toilet, bathroom)","isa_wn(guy, man); isa_wn(toilet, bathroom)","isa_wn(guy, man); isa_wn(toilet, bathroom)","isa_wn(guy, man); isa_wn(toilet, bathroom)",Stefan_KB,"(toilet, bathroom)"
7479,google/gemma-3-4b-it,2,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,,"isa_wn(guy, bloke)","isa_wn(guy, bloke)","isa_wn(guy, bloke)","isa_wn(guy, bloke)","isa_wn(guy, bloke)",Lasha_KB,"(guy, bloke)"
761479953.jpg#2r1e,google/gemma-3-4b-it,2,A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.,,"isa_wn(boy, kid); isa_wn(safety swimming gear, eye protection)","isa_wn(boy, kid); isa_wn(safety swimming gear, eye protection); isa_wn(safety swim gear, eye protection)","isa_wn(boy, kid); isa_wn(safety swim gear, eye protection)","isa_wn(boy, kid); isa_wn(safety swim gear, eye protection)","isa_wn(boy, kid); isa_wn(safety swimming gear, eye protection); isa_wn(safety swim gear, eye protection)",Stefan_KB,"(goggles, eye protection); (pool, water); (young boy, kid)"
7671653534.jpg#2r1e,google/gemma-3-4b-it,2,"Bicyclists are in the street as a crowd watches them ride by a banner that say ""London 2012"".",There are bikes being ridden.,,"isa_wn(bicyclist, bike rider); isa_wn(ride, move)","isa_wn(bicyclist, bike rider); isa_wn(ride, move)","isa_wn(bicyclist, bike rider); isa_wn(ride, move)","isa_wn(bicyclist, bike rider); isa_wn(ride, move)","isa_wn(bicyclist, bike rider); isa_wn(ride, move)",Stefan_KB,NO_RELATION
7700959654.jpg#4r1e,google/gemma-3-4b-it,2,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,,"isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, fight)","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, fight); isa_wn(sword fight, fight)","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fight, fight)","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, fight)","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, fight)",Stefan_KB,NO_RELATION
7724666074.jpg#3r1e,google/gemma-3-4b-it,2,A person is riding a colorful dirt bike on dirt hills.,A person rides a dirt bike outside.,,"isa_wn(dirt bike, bike); isa_wn(colorful, colored); isa_wn(hills, outside)","isa_wn(dirt bike, bike); isa_wn(colorful, colored); isa_wn(hills, outside); isa_wn(colorful, color); isa_wn(hill, outside)","isa_wn(dirt bike, bike); isa_wn(colorful, color); isa_wn(hill, outside)","isa_wn(dirt bike, bike); isa_wn(colorful, colored); isa_wn(hill, outside)","isa_wn(dirt bike, bike); isa_wn(colorful, colored); isa_wn(hills, outside); isa_wn(hill, outside)",Stefan_KB,"(dirt hill, outside)"
7757111016.jpg#1r1e,google/gemma-3-4b-it,2,a maintenance worker at the airport carries a small girl.,A person carries a child.,,"isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)","isa_wn(maintenance worker, person); isa_wn(small girl, child)",Alternative_KB,"(small girl, child); (maintenance worker, person)"
7764955218.jpg#4r1e,google/gemma-3-4b-it,2,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,,"isa_wn(medal, award)","isa_wn(medal, award)","isa_wn(medal, award)","isa_wn(medal, award)","isa_wn(medal, award)",Lasha_KB,"(medal, award)"
7795,google/gemma-3-4b-it,2,A tennis player is lunging to the left,A tennis player is jumping to the left,,"isa_wn(lunge, jump)","isa_wn(lunge, jump)","isa_wn(lunge, jump)","isa_wn(lunge, jump)","isa_wn(lunge, jump)",Stefan_KB,"(lunge, jump)"
78347259.jpg#4r1e,google/gemma-3-4b-it,2,A Korean gentlemen kicks up his leg.,A person is kicking.,,"isa_wn(gentlemen, person); isa_wn(kicks up, kick)","isa_wn(gentlemen, person); isa_wn(kicks up, kick); isa_wn(kick up, kick)","isa_wn(gentlemen, person); isa_wn(kick up, kick)","isa_wn(gentleman, person); isa_wn(kick up, kick)","isa_wn(gentlemen, person); isa_wn(kicks up, kick); isa_wn(gentleman, person); isa_wn(kick up, kick)",Lasha_KB,"(gentlemen, person)"
7852369036.jpg#0r1e,google/gemma-3-4b-it,2,"An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment.",,"isa_wn(badminton player, sports contestant); isa_wn(Olympics, international competition); isa_wn(sprawled, on the ground); isa_wn(racket, sporting equipment)","isa_wn(badminton player, sports contestant); isa_wn(Olympics, international competition); isa_wn(sprawled, on the ground); isa_wn(racket, sporting equipment); isa_wn(badminton player, sport contestant); isa_wn(sprawl, on the grind); isa_wn(racket, sport equipment)","isa_wn(badminton player, sport contestant); isa_wn(olympics, international competition); isa_wn(sprawl, on the grind); isa_wn(racket, sport equipment)","isa_wn(badminton player, sport contestant); isa_wn(olympics, international competition); isa_wn(sprawl, on the ground); isa_wn(racket, sport equipment)","isa_wn(badminton player, sports contestant); isa_wn(Olympics, international competition); isa_wn(sprawled, on the ground); isa_wn(racket, sporting equipment); isa_wn(badminton player, sport contestant); isa_wn(sprawl, on the ground); isa_wn(racket, sport equipment)",Lasha_KB,"(badminton player, sports contestant); (olympics, international competition); (racket, sporting equipment)"
7852369036.jpg#2r1e,google/gemma-3-4b-it,2,A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is laying on a court.,,"isa_wn(badminton player, player); isa_wn(sprawled out, laying); isa_wn(court, court)","isa_wn(badminton player, player); isa_wn(sprawled out, laying); isa_wn(court, court); isa_wn(sprawl out, lay)","isa_wn(badminton player, player); isa_wn(sprawl out, lay); isa_wn(court, court)","isa_wn(badminton player, player); isa_wn(sprawl out, lay); isa_wn(court, court)","isa_wn(badminton player, player); isa_wn(sprawled out, laying); isa_wn(court, court); isa_wn(sprawl out, lay)",Lasha_KB,"(sprawl out, lay)"
7979042317.jpg#0r1e,google/gemma-3-4b-it,2,A group of Asian men pose around a large table after enjoying a meal together.,A group of Asian men just ate a meal together.,,"isa_wn(group, men); isa_wn(Asian, Asian); isa_wn(pose, enjoy); isa_wn(large table, table); isa_wn(meal, eat)","isa_wn(group, men); isa_wn(Asian, Asian); isa_wn(pose, enjoy); isa_wn(large table, table); isa_wn(meal, eat)","isa_wn(group, men); isa_wn(asian, asian); isa_wn(pose, enjoy); isa_wn(large table, table); isa_wn(meal, eat)","isa_wn(group, men); isa_wn(asian, asian); isa_wn(pose, enjoy); isa_wn(large table, table); isa_wn(meal, eat)","isa_wn(group, men); isa_wn(Asian, Asian); isa_wn(pose, enjoy); isa_wn(large table, table); isa_wn(meal, eat)",Lasha_KB,NO_RELATION
8021,google/gemma-3-4b-it,2,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,,"isa_wn(grass, lawn)","isa_wn(grass, lawn)","isa_wn(grass, lawn)","isa_wn(grass, lawn)","isa_wn(grass, lawn)",Stefan_KB,"(grass, lawn)"
8138,google/gemma-3-4b-it,2,"The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back","The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",,"isa_wn(drawing, tattoo)","isa_wn(drawing, tattoo); isa_wn(draw, tattoo)","isa_wn(draw, tattoo)","isa_wn(drawing, tattoo)","isa_wn(drawing, tattoo)",Stefan_KB,NO_RELATION
8159685316.jpg#1r1e,google/gemma-3-4b-it,2,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,,"isa_wn(runner, person); isa_wn(Japan, country); isa_wn(Germany, country); isa_wn(China, country); isa_wn(side by side, adjacent)","isa_wn(runner, person); isa_wn(Japan, country); isa_wn(Germany, country); isa_wn(China, country); isa_wn(side by side, adjacent)","isa_wn(runner, person); isa_wn(japan, country); isa_wn(germany, country); isa_wn(china, country); isa_wn(side by side, adjacent)","isa_wn(runner, person); isa_wn(japan, country); isa_wn(germany, country); isa_wn(china, country); isa_wn(side by side, adjacent)","isa_wn(runner, person); isa_wn(Japan, country); isa_wn(Germany, country); isa_wn(China, country); isa_wn(side by side, adjacent)",Stefan_KB,NO_RELATION
